State,County,Total_Enrolled,UHC_Enrolled,UHC_Share,Comp1_Name,Comp1_Enrolled,Comp1_Share,Comp2_Name,Comp2_Enrolled,Comp2_Share,Comp3_Name,Comp3_Enrolled,Comp3_Share,Comp4_Name,Comp4_Enrolled,Comp4_Share
AR,Little River,1355,421,31.07,Humana,444,32.77,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,403,29.74,"ARKANSAS HEALTH & WELLNESS HEALTH PLAN, INC.",44.0,3.25,CVS Health (Aetna),43.0,3.17
AR,Logan,3095,756,24.43,CVS Health (Aetna),744,24.04,Humana,578,18.68,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,451.0,14.57,"USABLE HMO, INC.",227.0,7.33
AR,Lonoke,6663,2021,30.33,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,1298,19.48,Humana,1221,18.33,CVS Health (Aetna),585.0,8.78,"USABLE HMO, INC.",518.0,7.77
AR,Madison,2501,479,19.15,Humana,811,32.43,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,485,19.39,CVS Health (Aetna),404.0,16.15,"USABLE HMO, INC.",100.0,4.0
AR,Marion,2800,454,16.21,Humana,1360,48.57,"ARKANSAS HEALTH & WELLNESS HEALTH PLAN, INC.",359,12.82,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,216.0,7.71,CVS Health (Aetna),150.0,5.36
AR,Miller,4164,1168,28.05,Humana,1903,45.7,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,672,16.14,CVS Health (Aetna),212.0,5.09,"ARKANSAS HEALTH & WELLNESS HEALTH PLAN, INC.",139.0,3.34
AR,Mississippi,4478,1170,26.13,Humana,1287,28.74,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,652,14.56,"ARKANSAS HEALTH & WELLNESS HEALTH PLAN, INC.",610.0,13.62,Cigna,303.0,6.77
AR,Monroe,1004,424,42.23,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,221,22.01,CVS Health (Aetna),152,15.14,Humana,82.0,8.17,"ARKANSAS HEALTH & WELLNESS HEALTH PLAN, INC.",72.0,7.17
AR,Montgomery,1159,336,28.99,CVS Health (Aetna),252,21.74,Humana,241,20.79,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,178.0,15.36,"ARKANSAS HEALTH & WELLNESS HEALTH PLAN, INC.",56.0,4.83
AR,Nevada,1045,364,34.83,Humana,376,35.98,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,233,22.3,"ARKANSAS HEALTH & WELLNESS HEALTH PLAN, INC.",51.0,4.88,CVS Health (Aetna),21.0,2.01
AR,Newton,1124,326,29.0,Humana,388,34.52,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,158,14.06,CVS Health (Aetna),120.0,10.68,"ARKANSAS HEALTH & WELLNESS HEALTH PLAN, INC.",60.0,5.34
AR,Ouachita,3097,1160,37.46,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,768,24.8,Humana,586,18.92,"ARKANSAS HEALTH & WELLNESS HEALTH PLAN, INC.",137.0,4.42,USABLE PPO INSURANCE COMPANY,121.0,3.91
AR,Perry,1235,385,31.17,Humana,246,19.92,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,178,14.41,CVS Health (Aetna),161.0,13.04,"USABLE HMO, INC.",94.0,7.61
AR,Phillips,2397,1187,49.52,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,587,24.49,Humana,440,18.36,"ARKANSAS HEALTH & WELLNESS HEALTH PLAN, INC.",87.0,3.63,"HARMONY HEALTH PLAN,  INC.",41.0,1.71
AR,Pike,1126,390,34.64,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,277,24.6,Humana,243,21.58,CVS Health (Aetna),153.0,13.59,"ARKANSAS HEALTH & WELLNESS HEALTH PLAN, INC.",48.0,4.26
AR,Poinsett,3016,598,19.83,Humana,1023,33.92,"ARKANSAS HEALTH & WELLNESS HEALTH PLAN, INC.",513,17.01,Cigna,275.0,9.12,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,258.0,8.55
AR,Polk,2391,759,31.74,CVS Health (Aetna),568,23.76,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,468,19.57,USABLE PPO INSURANCE COMPANY,232.0,9.7,"ARKANSAS HEALTH & WELLNESS HEALTH PLAN, INC.",121.0,5.06
AR,Pope,6327,1617,25.56,Humana,1993,31.5,CVS Health (Aetna),849,13.42,"USABLE HMO, INC.",562.0,8.88,"ARKANSAS HEALTH & WELLNESS HEALTH PLAN, INC.",510.0,8.06
AR,Prairie,906,327,36.09,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,197,21.74,Humana,147,16.23,CVS Health (Aetna),81.0,8.94,"ARKANSAS HEALTH & WELLNESS HEALTH PLAN, INC.",71.0,7.84
AR,Pulaski,38366,12221,31.85,Humana,6917,18.03,CVS Health (Aetna),5885,15.34,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,5450.0,14.21,"ARKANSAS HEALTH & WELLNESS HEALTH PLAN, INC.",2614.0,6.81
AR,Randolph,2195,323,14.72,Humana,1007,45.88,"ARKANSAS HEALTH & WELLNESS HEALTH PLAN, INC.",423,19.27,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,100.0,4.56,"HARMONY HEALTH PLAN,  INC.",87.0,3.96
AR,Saline,12783,3863,30.22,Humana,2750,21.51,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,2541,19.88,CVS Health (Aetna),1545.0,12.09,"ARKANSAS HEALTH & WELLNESS HEALTH PLAN, INC.",1158.0,9.06
AR,Scott,1365,328,24.03,CVS Health (Aetna),356,26.08,Humana,324,23.74,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,185.0,13.55,"ARKANSAS HEALTH & WELLNESS HEALTH PLAN, INC.",64.0,4.69
AR,Searcy,1248,311,24.92,Humana,463,37.1,CVS Health (Aetna),115,9.21,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,109.0,8.73,"ARKANSAS HEALTH & WELLNESS HEALTH PLAN, INC.",88.0,7.05
AR,Sebastian,14083,3037,21.57,Humana,4640,32.95,CVS Health (Aetna),2884,20.48,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,1638.0,11.63,"USABLE HMO, INC.",690.0,4.9
AR,Sevier,1185,417,35.19,Humana,358,30.21,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,327,27.59,CVS Health (Aetna),46.0,3.88,"ARKANSAS HEALTH & WELLNESS HEALTH PLAN, INC.",37.0,3.12
AR,Sharp,2867,809,28.22,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,626,21.83,"ARKANSAS HEALTH & WELLNESS HEALTH PLAN, INC.",575,20.06,Humana,291.0,10.15,USABLE PPO INSURANCE COMPANY,200.0,6.98
AR,St. Francis,2763,1044,37.79,Humana,697,25.23,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,528,19.11,"ARKANSAS HEALTH & WELLNESS HEALTH PLAN, INC.",151.0,5.47,CVS Health (Aetna),141.0,5.1
AR,Stone,1902,649,34.12,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,338,17.77,"ARKANSAS HEALTH & WELLNESS HEALTH PLAN, INC.",278,14.62,CVS Health (Aetna),216.0,11.36,Humana,195.0,10.25
AR,Union,3827,1532,40.03,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,1197,31.28,Humana,489,12.78,"ARKANSAS HEALTH & WELLNESS HEALTH PLAN, INC.",148.0,3.87,CVS Health (Aetna),128.0,3.34
AR,Van Buren,2632,779,29.6,Humana,574,21.81,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,470,17.86,CVS Health (Aetna),275.0,10.45,"USABLE HMO, INC.",197.0,7.48
AR,Washington,18164,4396,24.2,Humana,4462,24.57,CVS Health (Aetna),3587,19.75,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,2852.0,15.7,"USABLE HMO, INC.",1155.0,6.36
AR,White,7668,2441,31.83,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,1304,17.01,CVS Health (Aetna),1021,13.32,"ARKANSAS HEALTH & WELLNESS HEALTH PLAN, INC.",904.0,11.79,"USABLE HMO, INC.",876.0,11.42
AR,Woodruff,823,355,43.13,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,161,19.56,"ARKANSAS HEALTH & WELLNESS HEALTH PLAN, INC.",120,14.58,CVS Health (Aetna),68.0,8.26,"HARMONY HEALTH PLAN,  INC.",44.0,5.35
AR,Yell,2183,575,26.34,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,392,17.96,CVS Health (Aetna),370,16.95,Humana,344.0,15.76,"USABLE HMO, INC.",141.0,6.46
AS,Faleasao,18,0,0.0,HAWAII MEDICAL SERVICE ASSOCIATION,18,100.0,ALIGNMENT HEALTH PLAN,0,0.0,ALOHACARE,0.0,0.0,"BCBSM, Inc.",0.0,0.0
AZ,Apache,4349,403,9.27,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,1456,33.48,Humana,1408,32.38,"Bridgeway Health Solutions of Arizona, Inc.",620.0,14.26,"HEALTH CHOICE ARIZONA, INC.",331.0,7.61
AZ,Cochise,18114,2184,12.06,Centene (WellcCare),3669,20.26,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,3389,18.71,"Bridgeway Health Solutions of Arizona, Inc.",2783.0,15.36,CVS Health (Aetna),2323.0,12.82
AZ,Coconino,8095,1510,18.65,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,1959,24.2,CVS Health (Aetna),1292,15.96,Humana,1176.0,14.53,"Bridgeway Health Solutions of Arizona, Inc.",595.0,7.35
AZ,Gila,7558,1039,13.75,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,2160,28.58,CVS Health (Aetna),1897,25.1,"ARIZONA PHYSICIANS IPA, INC.",841.0,11.13,Humana,753.0,9.96
AZ,Graham,3541,1672,47.22,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,708,19.99,"Bridgeway Health Solutions of Arizona, Inc.",387,10.93,Humana,306.0,8.64,Centene (WellcCare),189.0,5.34
AZ,Greenlee,673,123,18.28,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,285,42.35,Humana,146,21.69,"Bridgeway Health Solutions of Arizona, Inc.",59.0,8.77,BANNER - UNIVERSITY CARE ADVANTAGE,32.0,4.75
AZ,La Paz,2837,148,5.22,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,1041,36.69,Humana,712,25.1,"Bridgeway Health Solutions of Arizona, Inc.",339.0,11.95,Centene (WellcCare),227.0,8.0
AZ,Maricopa,413332,116875,28.28,"BRAVO HEALTH PENNSYLVANIA, INC.",58752,14.21,"ARIZONA PHYSICIANS IPA, INC.",45459,11.0,"CHA HMO, INC.",44205.0,10.69,"MEDISUN, INC.",27105.0,6.56
AZ,Mohave,40235,2241,5.57,"CHA HMO, INC.",9327,23.18,CVS Health (Aetna),9153,22.75,Humana,6000.0,14.91,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,5433.0,13.5
AZ,Navajo,10514,1280,12.17,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,3296,31.35,Humana,3279,31.19,"HEALTH CHOICE ARIZONA, INC.",931.0,8.85,"Bridgeway Health Solutions of Arizona, Inc.",781.0,7.43
AZ,Pima,149482,61777,41.33,"ARIZONA PHYSICIANS IPA, INC.",18078,12.09,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,13278,8.88,"CHA HMO, INC.",10707.0,7.16,"BRAVO HEALTH PENNSYLVANIA, INC.",9234.0,6.18
AZ,Pinal,57142,17365,30.39,"BRAVO HEALTH PENNSYLVANIA, INC.",6784,11.87,"CHA HMO, INC.",5901,10.33,"ARIZONA PHYSICIANS IPA, INC.",4594.0,8.04,Humana,4275.0,7.48
AZ,Santa Cruz,7737,2010,25.98,"Bridgeway Health Solutions of Arizona, Inc.",1719,22.22,BANNER - UNIVERSITY CARE ADVANTAGE,782,10.11,"ALIGNMENT HEALTH PLAN OF ARIZONA, INC.",778.0,10.06,Centene (WellcCare),682.0,8.81
AZ,Yavapai,39668,6636,16.73,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,9034,22.77,CVS Health (Aetna),7744,19.52,Humana,4656.0,11.74,"CHA HMO, INC.",2711.0,6.83
AZ,Yuma,23703,1791,7.56,"Bridgeway Health Solutions of Arizona, Inc.",5535,23.35,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,3797,16.02,"BANNER HEALTH PLAN, INC.",3627.0,15.3,Humana,3268.0,13.79
CA,Alameda,142039,6467,4.55,Kaiser Permanente,104747,73.75,CVS Health (Aetna),10134,7.13,ALIGNMENT HEALTH PLAN,4134.0,2.91,"CENTRAL HEALTH PLAN OF CALIFORNIA, INC.",4002.0,2.82
CA,Alpine,12,0,0.0,Humana,12,100.0,ALIGNMENT HEALTH PLAN,0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0,AULTCARE HEALTH INSURING CORPORATION,0.0,0.0
CA,Amador,3775,343,9.09,Kaiser Permanente,1642,43.5,UHC OF CALIFORNIA,692,18.33,CVS Health (Aetna),431.0,11.42,Elevance Health (Anthem),330.0,8.74
CA,Butte,7333,1202,16.39,Elevance Health (Anthem),4929,67.22,CALIFORNIA PHYSICIANS' SERVICE,560,7.64,"IMPERIAL HEALTH PLAN OF CALIFORNIA, INC.",389.0,5.3,CVS Health (Aetna),156.0,2.13
CA,Calaveras,2239,385,17.2,Elevance Health (Anthem),709,31.67,Humana,488,21.8,CVS Health (Aetna),296.0,13.22,Kaiser Permanente,199.0,8.89
CA,Colusa,512,132,25.78,Elevance Health (Anthem),177,34.57,CVS Health (Aetna),150,29.3,CALIFORNIA PHYSICIANS' SERVICE,39.0,7.62,Kaiser Permanente,14.0,2.73
CA,Contra Costa,119286,6833,5.73,Kaiser Permanente,87998,73.77,"CENTRAL HEALTH PLAN OF CALIFORNIA, INC.",9003,7.55,Humana,5528.0,4.63,UHC OF CALIFORNIA,3585.0,3.01
CA,Del Norte,246,48,19.51,"IMPERIAL HEALTH PLAN OF CALIFORNIA, INC.",75,30.49,Elevance Health (Anthem),46,18.7,CALIFORNIA PHYSICIANS' SERVICE,45.0,18.29,CVS Health (Aetna),32.0,13.01
CA,El Dorado,22611,1801,7.97,Kaiser Permanente,13379,59.17,Elevance Health (Anthem),2342,10.36,UHC OF CALIFORNIA,2205.0,9.75,CVS Health (Aetna),2138.0,9.46
CA,Fresno,76334,2688,3.52,Kaiser Permanente,22515,29.5,ALIGNMENT HEALTH PLAN,13188,17.28,Elevance Health (Anthem),11344.0,14.86,CVS Health (Aetna),8629.0,11.3
CA,Glenn,625,159,25.44,Elevance Health (Anthem),203,32.48,CVS Health (Aetna),153,24.48,CALIFORNIA PHYSICIANS' SERVICE,67.0,10.72,"IMPERIAL HEALTH PLAN OF CALIFORNIA, INC.",43.0,6.88
CA,Humboldt,3069,610,19.88,CVS Health (Aetna),1695,55.23,CALIFORNIA PHYSICIANS' SERVICE,331,10.79,Elevance Health (Anthem),273.0,8.9,"IMPERIAL HEALTH PLAN OF CALIFORNIA, INC.",100.0,3.26
CA,Imperial,13123,1373,10.46,"CENTRAL HEALTH PLAN OF CALIFORNIA, INC.",4197,31.98,"IMPERIAL HEALTH PLAN OF CALIFORNIA, INC.",3449,26.28,Centene (WellcCare),2499.0,19.04,Molina Healthcare,1162.0,8.85
CA,Inyo,583,219,37.56,Elevance Health (Anthem),211,36.19,CVS Health (Aetna),121,20.75,"IMPERIAL HEALTH PLAN OF CALIFORNIA, INC.",32.0,5.49,ALIGNMENT HEALTH PLAN,0.0,0.0
CA,Kern,62958,1902,3.02,Kaiser Permanente,20147,32.0,Elevance Health (Anthem),13461,21.38,Humana,6094.0,9.68,CVS Health (Aetna),5760.0,9.15
CA,Kings,7184,489,6.81,Elevance Health (Anthem),2423,33.73,Humana,1920,26.73,Kaiser Permanente,671.0,9.34,"CENTRAL HEALTH PLAN OF CALIFORNIA, INC.",549.0,7.64
CA,Lake,2653,235,8.86,CVS Health (Aetna),1092,41.16,UHC OF CALIFORNIA,868,32.72,Kaiser Permanente,196.0,7.39,CALIFORNIA PHYSICIANS' SERVICE,181.0,6.82
CA,Lassen,458,55,12.01,Humana,328,71.62,CALIFORNIA PHYSICIANS' SERVICE,46,10.04,Elevance Health (Anthem),29.0,6.33,ALIGNMENT HEALTH PLAN,0.0,0.0
CA,Los Angeles,955997,25295,2.65,Kaiser Permanente,331709,34.7,Elevance Health (Anthem),127341,13.32,SCAN Health Plan,115395.0,12.07,UHC OF CALIFORNIA,75167.0,7.86
CA,Madera,13541,630,4.65,Kaiser Permanente,6130,45.27,Elevance Health (Anthem),1624,11.99,ALIGNMENT HEALTH PLAN,1582.0,11.68,Humana,1301.0,9.61
CA,Marin,29653,1231,4.15,Kaiser Permanente,23289,78.54,UHC OF CALIFORNIA,1246,4.2,CALIFORNIA PHYSICIANS' SERVICE,1147.0,3.87,CVS Health (Aetna),954.0,3.22
CA,Mariposa,723,146,20.19,Humana,154,21.3,CVS Health (Aetna),131,18.12,Elevance Health (Anthem),131.0,18.12,Kaiser Permanente,63.0,8.71
CA,Mendocino,2686,410,15.26,UHC OF CALIFORNIA,1573,58.56,CALIFORNIA PHYSICIANS' SERVICE,252,9.38,"IMPERIAL HEALTH PLAN OF CALIFORNIA, INC.",170.0,6.33,Kaiser Permanente,123.0,4.58
CA,Merced,11098,743,6.69,"IMPERIAL HEALTH PLAN OF CALIFORNIA, INC.",3532,31.83,ALIGNMENT HEALTH PLAN,2531,22.81,UHC OF CALIFORNIA,2017.0,18.17,CALIFORNIA PHYSICIANS' SERVICE,1674.0,15.08
CA,Modoc,87,16,18.39,"IMPERIAL HEALTH PLAN OF CALIFORNIA, INC.",38,43.68,Elevance Health (Anthem),33,37.93,ALIGNMENT HEALTH PLAN,0.0,0.0,"ALIGNMENT HEALTH PLAN OF NORTH CAROLINA, INC.",0.0,0.0
CA,Mono,167,25,14.97,Elevance Health (Anthem),93,55.69,CVS Health (Aetna),29,17.37,Humana,20.0,11.98,ALIGNMENT HEALTH PLAN,0.0,0.0
CA,Monterey,11211,983,8.77,ASPIRE HEALTH PLAN,7942,70.84,Elevance Health (Anthem),630,5.62,"IMPERIAL HEALTH PLAN OF CALIFORNIA, INC.",606.0,5.41,CALIFORNIA PHYSICIANS' SERVICE,503.0,4.49
CA,Napa,15038,386,2.57,Kaiser Permanente,11814,78.56,CVS Health (Aetna),1100,7.31,Elevance Health (Anthem),646.0,4.3,UHC OF CALIFORNIA,509.0,3.38
CA,Nevada,6194,1530,24.7,UHC OF CALIFORNIA,2911,47.0,"IMPERIAL HEALTH PLAN OF CALIFORNIA, INC.",500,8.07,CALIFORNIA PHYSICIANS' SERVICE,494.0,7.98,Elevance Health (Anthem),387.0,6.25
CA,Orange,332071,12837,3.87,Kaiser Permanente,84486,25.44,SCAN Health Plan,62542,18.83,UHC OF CALIFORNIA,39361.0,11.85,CALIFORNIA PHYSICIANS' SERVICE,21296.0,6.41
CA,Placer,56988,4419,7.75,Kaiser Permanente,34755,60.99,UHC OF CALIFORNIA,7314,12.83,ALIGNMENT HEALTH PLAN,5428.0,9.52,CVS Health (Aetna),1888.0,3.31
CA,Plumas,710,175,24.65,Humana,161,22.68,Elevance Health (Anthem),160,22.54,CVS Health (Aetna),99.0,13.94,CALIFORNIA PHYSICIANS' SERVICE,37.0,5.21
CA,Riverside,282258,10567,3.74,Kaiser Permanente,86486,30.64,SCAN Health Plan,53872,19.09,UHC OF CALIFORNIA,36964.0,13.1,Inland Empire Health Plan,19269.0,6.83
CA,Sacramento,179735,12899,7.18,Kaiser Permanente,107011,59.54,Elevance Health (Anthem),21086,11.73,UHC OF CALIFORNIA,12804.0,7.12,ALIGNMENT HEALTH PLAN,8175.0,4.55
CA,San Benito,1721,190,11.04,"IMPERIAL HEALTH PLAN OF CALIFORNIA, INC.",618,35.91,CVS Health (Aetna),534,31.03,Elevance Health (Anthem),150.0,8.72,Kaiser Permanente,119.0,6.91
CA,San Bernardino,231525,5829,2.52,Kaiser Permanente,79715,34.43,UHC OF CALIFORNIA,34879,15.06,SCAN Health Plan,32804.0,14.17,Inland Empire Health Plan,19258.0,8.32
CA,San Diego,327884,17067,5.21,Kaiser Permanente,110608,33.73,UHC OF CALIFORNIA,55890,17.05,SCAN Health Plan,23980.0,7.31,ALIGNMENT HEALTH PLAN,18609.0,5.68
CA,San Francisco,79072,3570,4.51,Kaiser Permanente,35993,45.52,Elevance Health (Anthem),9145,11.57,Centene (WellcCare),7667.0,9.7,CALIFORNIA PHYSICIANS' SERVICE,6618.0,8.37
CA,San Joaquin,68976,2186,3.17,Kaiser Permanente,33335,48.33,ALIGNMENT HEALTH PLAN,8885,12.88,Humana,7467.0,10.83,Centene (WellcCare),3486.0,5.05
CA,San Luis Obispo,17784,3256,18.31,ALIGNMENT HEALTH PLAN,5042,28.35,Humana,2716,15.27,CVS Health (Aetna),2031.0,11.42,UHC OF CALIFORNIA,1953.0,10.98
CA,San Mateo,71808,4352,6.06,Kaiser Permanente,41873,58.31,SAN MATEO HEALTH COMMISSION,7827,10.9,CALIFORNIA PHYSICIANS' SERVICE,5112.0,7.12,ALIGNMENT HEALTH PLAN,3509.0,4.89
CA,Santa Barbara,17144,7844,45.75,CALIFORNIA PHYSICIANS' SERVICE,3764,21.96,CVS Health (Aetna),3103,18.1,Elevance Health (Anthem),765.0,4.46,Humana,743.0,4.33
CA,Santa Clara,155702,5117,3.29,Kaiser Permanente,84933,54.55,ALIGNMENT HEALTH PLAN,20189,12.97,Elevance Health (Anthem),15797.0,10.15,SANTA CLARA COUNTY HEALTH AUTHORITY,11370.0,7.3
CA,Santa Cruz,15173,2803,18.47,Kaiser Permanente,5237,34.52,ALIGNMENT HEALTH PLAN,3080,20.3,CVS Health (Aetna),2627.0,17.31,Elevance Health (Anthem),596.0,3.93
CA,Shasta,5825,596,10.23,Elevance Health (Anthem),3266,56.07,CVS Health (Aetna),1317,22.61,CALIFORNIA PHYSICIANS' SERVICE,324.0,5.56,"IMPERIAL HEALTH PLAN OF CALIFORNIA, INC.",253.0,4.34
CA,Sierra,78,29,37.18,Humana,36,46.15,CVS Health (Aetna),13,16.67,ALIGNMENT HEALTH PLAN,0.0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0
CA,Siskiyou,1199,172,14.35,CVS Health (Aetna),799,66.64,Elevance Health (Anthem),88,7.34,CALIFORNIA PHYSICIANS' SERVICE,64.0,5.34,"IMPERIAL HEALTH PLAN OF CALIFORNIA, INC.",56.0,4.67
CA,Solano,51676,1918,3.71,Kaiser Permanente,42208,81.68,Elevance Health (Anthem),2090,4.04,CVS Health (Aetna),1820.0,3.52,UHC OF CALIFORNIA,1800.0,3.48
CA,Sonoma,65847,1999,3.04,Kaiser Permanente,49949,75.86,CVS Health (Aetna),3838,5.83,UHC OF CALIFORNIA,3619.0,5.5,ALIGNMENT HEALTH PLAN,2485.0,3.77
CA,Stanislaus,55130,1431,2.6,ALIGNMENT HEALTH PLAN,17541,31.82,Kaiser Permanente,16710,30.31,UHC OF CALIFORNIA,7701.0,13.97,Humana,3763.0,6.83
CA,Sutter,2516,305,12.12,Elevance Health (Anthem),1815,72.14,Kaiser Permanente,239,9.5,CALIFORNIA PHYSICIANS' SERVICE,115.0,4.57,CVS Health (Aetna),30.0,1.19
CA,Tehama,2195,175,7.97,Elevance Health (Anthem),1659,75.58,"IMPERIAL HEALTH PLAN OF CALIFORNIA, INC.",153,6.97,CALIFORNIA PHYSICIANS' SERVICE,130.0,5.92,CVS Health (Aetna),44.0,2.0
CA,Trinity,212,38,17.92,CVS Health (Aetna),119,56.13,CALIFORNIA PHYSICIANS' SERVICE,27,12.74,Elevance Health (Anthem),16.0,7.55,Kaiser Permanente,12.0,5.66
CA,Tulare,25148,869,3.46,Humana,8530,33.92,Elevance Health (Anthem),6396,25.43,Centene (WellcCare),4595.0,18.27,"CENTRAL HEALTH PLAN OF CALIFORNIA, INC.",1804.0,7.17
CA,Tuolumne,2103,295,14.03,Elevance Health (Anthem),849,40.37,CVS Health (Aetna),385,18.31,CALIFORNIA PHYSICIANS' SERVICE,287.0,13.65,"IMPERIAL HEALTH PLAN OF CALIFORNIA, INC.",125.0,5.94
CA,Ventura,72651,7259,9.99,Kaiser Permanente,28963,39.87,Elevance Health (Anthem),13077,18.0,Humana,7700.0,10.6,SCAN Health Plan,5517.0,7.59
CA,Yolo,18982,3551,18.71,Kaiser Permanente,8042,42.37,Elevance Health (Anthem),2025,10.67,CVS Health (Aetna),1524.0,8.03,UHC OF CALIFORNIA,1403.0,7.39
CA,Yuba,3316,201,6.06,Elevance Health (Anthem),1547,46.65,Kaiser Permanente,1288,38.84,"IMPERIAL HEALTH PLAN OF CALIFORNIA, INC.",172.0,5.19,CALIFORNIA PHYSICIANS' SERVICE,85.0,2.56
CO,Adams,45315,19374,42.75,Kaiser Permanente,14411,31.8,"CHA HMO, INC.",2792,6.16,CVS Health (Aetna),2047.0,4.52,Humana,1589.0,3.51
CO,Alamosa,1649,819,49.67,Humana,830,50.33,ALIGNMENT HEALTH PLAN,0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0,AULTCARE HEALTH INSURING CORPORATION,0.0,0.0
CO,Arapahoe,61400,26015,42.37,Kaiser Permanente,18405,29.98,"CHA HMO, INC.",4046,6.59,Humana,3086.0,5.03,CVS Health (Aetna),2830.0,4.61
CO,Archuleta,1453,474,32.62,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,345,23.74,CVS Health (Aetna),295,20.3,Humana,290.0,19.96,HEALTH CARE SERVICE CORPORATION,20.0,1.38
CO,Baca,111,61,54.95,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,50,45.05,ALIGNMENT HEALTH PLAN,0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0,AULTCARE HEALTH INSURING CORPORATION,0.0,0.0
CO,Bent,503,169,33.6,Humana,267,53.08,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,67,13.32,ALIGNMENT HEALTH PLAN,0.0,0.0,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,0.0,0.0
CO,Boulder,30500,14677,48.12,Kaiser Permanente,8425,27.62,CVS Health (Aetna),1630,5.34,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,1468.0,4.81,Humana,1225.0,4.02
CO,Broomfield,7892,3190,40.42,Kaiser Permanente,2943,37.29,CVS Health (Aetna),434,5.5,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,410.0,5.2,Humana,250.0,3.17
CO,Chaffee,2227,832,37.36,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,656,29.46,Humana,498,22.36,Devoted Health,182.0,8.17,CVS Health (Aetna),59.0,2.65
